date,close,open,high,low,high_rate,low_rate,d_close,d_open,d_high,d_low
2019/1/30,3168.48,3181.66,3202.9,3167.89,0.00667576,-0.004327929,-25.49,4.4,1.91,19.66
2019/1/31,3201.63,3182.7,3216.07,3178.01,0.010484808,-0.001473592,33.15,1.04,13.17,10.12
2019/2/1,3247.4,3225.73,3247.5,3207.72,0.00674886,-0.005583232,45.77,43.03,31.43,29.71
2019/2/11,3306.47,3239.81,3307.06,3239.81,0.02075739,0,59.07,14.08,59.56,32.09
2019/2/12,3330.34,3306.35,3335.36,3298.63,0.008774026,-0.002334901,23.87,66.54,28.3,58.82
2019/2/13,3397.03,3337.78,3405.58,3329.14,0.020312903,-0.002588547,66.69,31.43,70.22,30.51
2019/2/14,3402.14,3392.85,3415.4,3381.98,0.00664633,-0.003203796,5.11,55.07,9.82,52.84
2019/2/15,3338.7,3391.24,3395.03,3335.87,0.001117585,-0.016327361,-63.44,-1.61,-20.37,-46.11
2019/2/18,3445.74,3366.42,3445.74,3366.42,0.023562122,0,107.04,-24.82,50.71,30.55
2019/2/19,3439.61,3454.72,3480.79,3419.07,0.007546198,-0.010319215,-6.13,88.3,35.05,52.65
2019/2/20,3451.93,3449.93,3463.77,3421.51,0.004011676,-0.008237848,12.32,-4.79,-17.02,2.44
2019/2/21,3442.71,3450.14,3500.25,3431.63,0.014524048,-0.005365,-9.22,0.21,36.48,10.12
2019/2/22,3520.12,3439.38,3520.12,3417.98,0.023475161,-0.006222052,77.41,-10.76,19.87,-13.65
2019/2/25,3729.48,3575.85,3729.48,3574.69,0.042963212,-0.000324398,209.36,136.47,209.36,156.71
2019/2/26,3684.69,3734.71,3762.11,3679.27,0.00733658,-0.014844526,-44.79,158.86,32.63,104.58
2019/2/27,3678.39,3682.81,3737.63,3638.33,0.014885373,-0.012077734,-6.3,-51.9,-24.48,-40.94
2019/2/28,3669.37,3675.26,3695.46,3650.05,0.00549621,-0.006859379,-9.02,-7.55,-42.17,11.72
2019/3/1,3749.71,3699.22,3749.71,3668.77,0.013648823,-0.008231465,80.34,23.96,54.25,18.72
2019/3/4,3794.1,3783.04,3886.58,3764.78,0.027369523,-0.004826806,44.39,83.82,136.87,96.01
2019/3/5,3816.01,3785.38,3816.16,3770.79,0.008131284,-0.003854303,21.91,2.34,-70.42,6.01
2019/3/6,3848.09,3822.86,3855.16,3787.52,0.008449172,-0.009244388,32.08,37.48,39,16.73
2019/3/7,3808.85,3841.15,3845.18,3778.8,0.001049165,-0.016232118,-39.24,18.29,-9.98,-8.72
2019/3/8,3657.58,3721.4,3774.54,3656.19,0.014279572,-0.017522975,-151.27,-119.75,-70.64,-122.61
2019/3/11,3729.95,3663.98,3731.91,3650.81,0.018539948,-0.003594452,72.37,-57.42,-42.63,-5.38
2019/3/12,3755.35,3758.32,3804.72,3723.68,0.012345942,-0.009216884,25.4,94.34,72.81,72.87
2019/3/13,3724.19,3758.71,3763.09,3708.81,0.001165293,-0.013275831,-31.16,0.39,-41.63,-14.87
2019/3/14,3698.49,3710.29,3747.82,3673.85,0.010115112,-0.009821335,-25.7,-48.42,-15.27,-34.96
2019/3/15,3745.01,3713.94,3782.24,3713.94,0.018390173,0,46.52,3.65,34.42,40.09
2019/3/18,3851.75,3753.64,3851.75,3733.68,0.026137296,-0.005317505,106.74,39.7,69.51,19.74
2019/3/19,3833.96,3856.59,3868.34,3815.22,0.003046733,-0.010727093,-17.79,102.95,16.59,81.54
2019/3/20,3835.44,3825.34,3855.15,3790.51,0.007792771,-0.009105073,1.48,-31.25,-13.19,-24.71
2019/3/21,3836.89,3840.28,3864.07,3823.47,0.006194861,-0.004377285,1.45,14.94,8.92,32.96
2019/3/22,3833.8,3838.13,3845.58,3786.59,0.001941049,-0.013428414,-3.09,-2.15,-18.49,-36.88
2019/3/25,3742.83,3776.44,3807.18,3741.61,0.008139941,-0.009222972,-90.97,-61.69,-38.4,-44.98
2019/3/26,3700.44,3766.53,3770.84,3687.55,0.001144289,-0.020968902,-42.39,-9.91,-36.34,-54.06
2019/3/27,3743.39,3724.41,3750.26,3703.45,0.006940697,-0.005627737,42.95,-42.12,-20.58,15.9
2019/3/28,3728.4,3731.06,3755.72,3710.08,0.006609382,-0.005623067,-14.99,6.65,5.46,6.63
2019/3/29,3872.34,3739.77,3876.38,3739.77,0.036528984,0,143.94,8.71,120.66,29.69
2019/4/1,3973.93,3901.17,3982.91,3901.17,0.020952689,0,101.59,161.4,106.53,161.4
2019/4/2,3971.29,3986.34,3988.1,3956.51,0.000441508,-0.007483055,-2.64,85.17,5.19,55.34
2019/4/3,4022.16,3947.87,4026.5,3939.78,0.019917069,-0.002049206,50.87,-38.47,38.4,-16.73
2019/4/4,4062.23,4039.74,4072.11,4021.71,0.008012892,-0.004463159,40.07,91.87,45.61,81.93
2019/4/8,4057.23,4097.1,4122.6,4017.49,0.006223914,-0.019430817,-5,57.36,50.49,-4.22
2019/4/9,4075.43,4063.81,4084.24,4038.28,0.005027302,-0.006282282,18.2,-33.29,-38.36,20.79
2019/4/10,4085.85,4062.44,4115.38,4035.47,0.013031577,-0.006638867,10.42,-1.37,31.14,-2.81
2019/4/11,3997.58,4083.46,4097.12,3990.24,0.003345202,-0.02282868,-88.27,21.02,-18.26,-45.23
2019/4/12,3988.62,3986.78,4006.93,3961.46,0.005054204,-0.00635099,-8.96,-96.68,-90.19,-28.78
2019/4/15,3975.52,4056.49,4085.39,3974.23,0.007124386,-0.020278615,-13.1,69.71,78.46,12.77
2019/4/16,4085.79,3958.1,4085.79,3943.49,0.032260428,-0.003691165,110.27,-98.39,0.4,-30.74
2019/4/17,4087.24,4080.72,4106.62,4057.5,0.006346919,-0.005690172,1.45,122.62,20.83,114.01
2019/4/18,4072.08,4085.11,4094.05,4056.24,0.002188436,-0.007067129,-15.16,4.39,-12.57,-1.26
2019/4/19,4120.61,4076.3,4120.64,4046.2,0.010877511,-0.007384147,48.53,-8.81,26.59,-10.04
2019/4/22,4025.61,4125.97,4126.09,4015.47,2.9084E-05,-0.026781581,-95,49.67,5.45,-30.73
2019/4/23,4019.01,4021.63,4061.09,4005.28,0.009811942,-0.004065516,-6.6,-104.34,-65,-10.19
2019/4/24,4030.09,4033.63,4044.34,3967.81,0.002655177,-0.016317808,11.08,12,-16.75,-37.47
2019/4/25,3941.82,4013.6,4022.56,3938.33,0.00223241,-0.018753737,-88.27,-20.03,-21.78,-29.48
2019/4/26,3889.27,3921.89,3943.83,3887.25,0.005594242,-0.008832476,-52.55,-91.71,-78.73,-51.08
2019/4/29,3900.33,3896.58,3953.23,3875.45,0.01453839,-0.005422704,11.06,-25.31,9.4,-11.8
2019/4/30,3913.21,3887.18,3923.11,3885.15,0.009243205,-0.000522229,12.88,-9.4,-30.12,9.7
2019/5/6,3684.62,3775.08,3791.61,3647.14,0.004378715,-0.033890673,-228.59,-112.1,-131.5,-238.01
2019/5/7,3720.67,3702.27,3738.18,3671.83,0.009699455,-0.008221983,36.05,-72.81,-53.43,24.69
2019/5/8,3667.46,3648.55,3722.93,3642.5,0.020386181,-0.001658193,-53.21,-53.72,-15.25,-29.33
2019/5/9,3599.7,3637.35,3656.9,3584.82,0.005374792,-0.014441833,-67.76,-11.2,-66.03,-57.68
2019/5/10,3730.45,3643.06,3732.92,3589.29,0.024666077,-0.01475957,130.75,5.71,76.02,4.47
2019/5/13,3668.73,3675.76,3702.9,3658,0.007383507,-0.004831654,-61.72,32.7,-30.02,68.71
2019/5/14,3645.15,3630.44,3683.26,3630.44,0.014549201,0,-23.58,-45.32,-19.64,-27.56
2019/5/15,3727.09,3674.99,3741.04,3674.99,0.017972838,0,81.94,44.55,57.78,44.55
2019/5/16,3743.96,3720.04,3745.14,3707.9,0.006747239,-0.003263406,16.87,45.05,4.1,32.91
2019/5/17,3648.76,3744.88,3745.36,3637.58,0.000128175,-0.028652453,-95.2,24.84,0.22,-70.32
2019/5/20,3617.79,3635.74,3644.5,3583.83,0.002409413,-0.014277699,-30.97,-109.14,-100.86,-53.75
2019/5/21,3666.78,3619.44,3690.09,3610.68,0.019519594,-0.002420264,48.99,-16.3,45.59,26.85
2019/5/22,3649.38,3663.15,3679.27,3634.75,0.004400584,-0.00775289,-17.4,43.71,-10.82,24.07
2019/5/23,3583.96,3629.53,3631.47,3578.11,0.000534504,-0.014167124,-65.42,-33.62,-47.8,-56.64
2019/5/24,3593.91,3584.9,3623.39,3580.79,0.010736701,-0.001146475,9.95,-44.63,-8.08,2.68
2019/5/27,3637.2,3592.6,3648.03,3556.26,0.015428937,-0.010115237,43.29,7.7,24.64,-24.53
2019/5/28,3672.26,3633.02,3683.23,3627.79,0.013820458,-0.001439574,35.06,40.42,35.2,71.53
2019/5/29,3663.91,3642.54,3693.23,3637.35,0.013916113,-0.00142483,-8.35,9.52,10,9.56
2019/5/30,3641.18,3648.85,3650.97,3612.62,0.000581005,-0.009929156,-22.73,6.31,-42.26,-24.73
2019/5/31,3629.79,3641,3668.18,3627.54,0.007464982,-0.003696787,-11.39,-7.85,17.21,14.92
2019/6/3,3632.01,3640.61,3672.81,3613.13,0.008844672,-0.007548186,2.22,-0.39,4.63,-14.41
2019/6/4,3598.47,3632.56,3636.13,3584.46,0.000982778,-0.01324135,-33.54,-8.05,-36.68,-28.67
2019/6/5,3597.11,3627.79,3634.45,3593.95,0.001835828,-0.009327993,-1.36,-4.77,-1.68,9.49
2019/6/6,3564.68,3601.04,3601.04,3557.02,0,-0.012224246,-32.43,-26.75,-33.41,-36.93
2019/6/10,3610.74,3578.01,3623.73,3568.28,0.012778053,-0.002719389,46.06,-23.03,22.69,11.26
2019/6/11,3719.28,3617.52,3723.14,3617.52,0.029196798,0,108.54,39.51,99.41,49.24
2019/6/12,3691.1,3706.86,3711.88,3683.94,0.001354246,-0.006183131,-28.18,89.34,-11.26,66.42
2019/6/13,3685.39,3689.58,3697.59,3654.27,0.002170979,-0.009570195,-5.71,-17.28,-14.29,-29.67
2019/6/14,3654.88,3690.48,3709.65,3650.91,0.005194446,-0.010722182,-30.51,0.9,12.06,-3.36
2019/6/17,3654.82,3654.44,3683.77,3645.5,0.008025853,-0.002446339,-0.06,-36.04,-25.88,-5.41
2019/6/18,3667.62,3661.13,3675.65,3638.78,0.003965989,-0.006104673,12.8,6.69,-8.12,-6.72
2019/6/19,3715.94,3761.34,3771.35,3715.13,0.002661286,-0.012285515,48.32,100.21,95.7,76.35
2019/6/20,3828.52,3718.94,3845.79,3717.19,0.034109182,-0.000470564,112.58,-42.4,74.44,2.06
2019/6/21,3833.94,3832.73,3856.09,3817.31,0.006094872,-0.004023242,5.42,113.79,10.3,100.12
2019/6/24,3841.27,3836.31,3853.55,3819.77,0.004493902,-0.004311435,7.33,3.58,-2.54,2.46
2019/6/25,3801.31,3837.43,3838.06,3755.01,0.000164172,-0.021477916,-39.96,1.12,-15.49,-64.76
2019/6/26,3794.33,3779.51,3809.76,3771.72,0.008003683,-0.002061114,-6.98,-57.92,-28.3,16.71
2019/6/27,3834.82,3807.54,3854.08,3805.83,0.012223115,-0.000449109,40.49,28.03,44.32,34.11
2019/6/28,3825.59,3832.06,3835.23,3803.05,0.000827231,-0.007570341,-9.23,24.52,-18.85,-2.78
2019/7/1,3935.81,3899.33,3936.67,3886.91,0.009576004,-0.003185163,110.22,67.27,101.44,83.86
2019/7/2,3937.17,3931.05,3942.43,3918.94,0.002894901,-0.003080602,1.36,31.72,5.76,32.03
2019/7/3,3893.53,3927.44,3927.44,3878.84,0,-0.012374473,-43.64,-3.61,-14.99,-40.1
2019/7/4,3873.1,3895.2,3906.89,3854.69,0.00300113,-0.010399979,-20.43,-32.24,-20.55,-24.15
2019/7/5,3893.2,3875.37,3900.31,3857.93,0.006435515,-0.004500215,20.1,-19.83,-6.58,3.24
2019/7/8,3802.79,3875.75,3875.75,3775.03,0,-0.025987228,-90.41,0.38,-24.56,-82.9
2019/7/9,3793.13,3798.1,3811.1,3774.76,0.003422764,-0.006145178,-9.66,-77.65,-64.65,-0.27
2019/7/10,3786.74,3807.95,3810.4,3774.23,0.000643391,-0.008855158,-6.39,9.85,-0.7,-0.53
2019/7/11,3785.22,3806.19,3830.74,3774.41,0.00645002,-0.008349557,-1.52,-1.76,20.34,0.18
2019/7/12,3808.73,3783.07,3820.24,3774.52,0.009825353,-0.002260069,23.51,-23.12,-10.5,0.11
2019/7/15,3824.19,3792.64,3844.87,3745.85,0.01377141,-0.012337053,15.46,9.57,24.63,-28.67
2019/7/16,3806.84,3819.25,3828.33,3799.87,0.00237743,-0.005074295,-17.35,26.61,-16.54,54.02
2019/7/17,3804.64,3800.11,3820.27,3787.9,0.00530511,-0.003213065,-2.2,-19.14,-8.06,-11.97
2019/7/18,3768.4,3793.19,3793.39,3768,5.2726E-05,-0.006640848,-36.24,-6.92,-26.88,-19.9
2019/7/19,3807.96,3787.51,3828.15,3787.51,0.010730005,0,39.56,-5.68,34.76,19.51
2019/7/22,3781.68,3813.5,3816.54,3765.44,0.000797168,-0.012602596,-26.28,25.99,-11.61,-22.07
2019/7/23,3789.91,3783.54,3792.96,3768.76,0.002489732,-0.003906395,8.23,-29.96,-23.58,3.32
2019/7/24,3819.83,3803.59,3840.06,3803.57,0.00958831,-5.26E-06,29.92,20.05,47.1,34.81
2019/7/25,3851.07,3821.39,3851.07,3812.95,0.007766807,-0.00220862,31.24,17.8,11.01,9.38
2019/7/26,3858.57,3835.23,3863.59,3832.52,0.007394602,-0.000706607,7.5,13.84,12.52,19.57
2019/7/29,3854.27,3857.94,3862.75,3842.43,0.001246779,-0.00402028,-4.3,22.71,-0.84,9.91
2019/7/30,3870.32,3861.57,3890.73,3861.57,0.007551333,0,16.05,3.63,27.98,19.14
2019/7/31,3835.36,3856.74,3856.74,3830.09,0,-0.006909981,-34.96,-4.83,-33.99,-31.48
2019/8/1,3803.47,3819.32,3831.26,3791.55,0.003126211,-0.007270928,-31.89,-37.42,-25.48,-38.54
2019/8/2,3747.44,3729.13,3754.53,3720.06,0.00681124,-0.002432203,-56.03,-90.19,-76.73,-71.49
2019/8/5,3675.69,3724.41,3739.5,3675.69,0.004051648,-0.013081267,-71.75,-4.72,-15.03,-44.37
2019/8/6,3636.33,3609.11,3649.9,3575.86,0.011301955,-0.009212798,-39.36,-115.3,-89.6,-99.83
2019/8/7,3621.43,3654.63,3659.08,3621.43,0.001217634,-0.009084367,-14.9,45.52,9.18,45.57
2019/8/8,3669.29,3651.36,3675.46,3646.94,0.00660028,-0.001210508,47.86,-3.27,16.38,25.51
2019/8/9,3633.53,3686.75,3689.18,3628.12,0.000659117,-0.015902896,-35.76,35.39,13.72,-18.82
2019/8/12,3699.1,3647.87,3699.1,3643.32,0.014043812,-0.001247303,65.57,-38.88,9.92,15.2
2019/8/13,3665.75,3675.59,3686.43,3658.01,0.002949186,-0.004782906,-33.35,27.72,-12.67,14.69
2019/8/14,3682.4,3712.07,3717.56,3680.61,0.001478959,-0.008475056,16.65,36.48,31.13,22.6
2019/8/15,3694,3618.01,3694.3,3612.11,0.021086177,-0.001630731,11.6,-94.06,-23.26,-68.5
2019/8/16,3710.54,3697.94,3738.1,3687.08,0.0108601,-0.00293677,16.54,79.93,43.8,74.97
2019/8/19,3791.09,3736.03,3791.09,3720.69,0.014737569,-0.004105963,80.55,38.09,52.99,33.61
2019/8/20,3787.73,3786.03,3799.9,3778.73,0.003663468,-0.001928141,-3.36,50,8.81,58.04
2019/8/21,3781.76,3778.31,3792.6,3775.45,0.003782114,-0.000756952,-5.97,-7.72,-7.3,-3.28
2019/8/22,3793.51,3793.86,3797.33,3771.2,0.000914636,-0.005972809,11.75,15.55,4.73,-4.25
2019/8/23,3820.86,3796.88,3829.36,3788.03,0.008554392,-0.002330861,27.35,3.02,32.03,16.83
2019/8/26,3765.91,3756.36,3778.87,3753.16,0.005992503,-0.000851889,-54.95,-40.52,-50.49,-34.87
2019/8/27,3816.95,3791.46,3848.24,3790.87,0.014975761,-0.000155613,51.04,35.1,69.37,37.71
2019/8/28,3802.58,3818.81,3822.59,3790.14,0.000989837,-0.007507574,-14.37,27.35,-25.65,-0.73
2019/8/29,3790.19,3805.49,3808.6,3774.4,0.00081724,-0.008169776,-12.39,-13.32,-13.99,-15.74
2019/8/30,3799.59,3816.68,3828.97,3778.92,0.003220076,-0.009893415,9.4,11.19,20.37,4.52
2019/9/2,3848.32,3803.69,3855.78,3799.82,0.013694597,-0.001017433,48.73,-12.99,26.81,20.9
2019/9/3,3853.61,3852.58,3856.68,3833.76,0.001064222,-0.004885038,5.29,48.89,0.9,33.94
2019/9/4,3886,3848.65,3886,3846.42,0.009704702,-0.000579424,32.39,-3.93,29.32,12.66
2019/9/5,3925.32,3909.21,3970,3909.21,0.015550456,0,39.32,60.56,84,62.79
2019/9/6,3948.51,3946.69,3948.54,3922.34,0.000468747,-0.006169727,23.19,37.48,-21.46,13.13
2019/9/9,3972.95,3980.96,3985.24,3954.88,0.001075118,-0.006551184,24.44,34.27,36.7,32.54
2019/9/10,3959.26,3976.87,3976.92,3938.74,1.2573E-05,-0.009587942,-13.69,-4.09,-8.32,-16.14
2019/9/11,3930.1,3969.68,3971.22,3922.95,0.000387941,-0.01177173,-29.16,-7.19,-5.7,-15.79
2019/9/12,3972.38,3944.69,3975.93,3933.44,0.007919507,-0.002851935,42.28,-24.99,4.71,10.49
2019/9/16,3957.72,3981.36,3982.2,3943.37,0.000210983,-0.009541966,-14.66,36.67,6.27,9.93
2019/9/17,3891.22,3947.16,3947.16,3879.49,0,-0.017143972,-66.5,-34.2,-35.04,-63.88
2019/9/18,3910.08,3902.99,3923.15,3902.51,0.005165271,-0.000122983,18.86,-44.17,-24.01,23.02
2019/9/19,3924.38,3923.96,3924.38,3897.07,0.000107035,-0.006852771,14.3,20.97,1.23,-5.44
2019/9/20,3935.65,3933.46,3942.22,3921.41,0.002227047,-0.003063461,11.27,9.5,17.84,24.34
2019/9/23,3890.66,3925.19,3925.19,3868.21,0,-0.014516495,-44.99,-8.27,-17.03,-53.2
2019/9/24,3901.08,3895.87,3927.01,3886.14,0.00799308,-0.002497517,10.42,-29.32,1.82,17.93
2019/9/25,3870.98,3887.55,3889.84,3867.23,0.00058906,-0.005226942,-30.1,-8.32,-37.17,-18.91
2019/9/26,3841.14,3884.7,3890.75,3840.25,0.001557392,-0.011442325,-29.84,-2.85,0.91,-26.98
2019/9/27,3852.65,3843.46,3859.5,3832.25,0.004173323,-0.002916643,11.51,-41.24,-31.25,-8
2019/9/30,3814.53,3842.07,3857.23,3813.55,0.00394579,-0.007423082,-38.12,-1.39,-2.27,-18.7
2019/10/8,3837.68,3818.59,3861.64,3818.59,0.011273795,0,23.15,-23.48,4.41,5.04
2019/10/9,3843.24,3822.61,3845.34,3805.07,0.005946199,-0.004588488,5.56,4.02,-16.3,-13.52
2019/10/10,3874.64,3838.49,3877.14,3829.43,0.010069064,-0.002360303,31.4,15.88,31.8,24.36
2019/10/11,3911.73,3885.52,3922.37,3868.84,0.00948393,-0.004292862,37.09,47.03,45.23,39.41
2019/10/14,3953.24,3944.86,3983.81,3934.73,0.009873608,-0.002567898,41.51,59.34,61.44,65.89
2019/10/15,3936.25,3953.16,3953.16,3928.15,0,-0.006326584,-16.99,8.3,-30.65,-6.58
2019/10/16,3922.69,3939.28,3964.05,3919.02,0.006287951,-0.005143072,-13.56,-13.88,10.89,-9.13
2019/10/17,3925.22,3929.39,3935.81,3913.92,0.001633841,-0.003936998,2.53,-9.89,-28.24,-5.1
2019/10/18,3869.38,3935.42,3940.54,3864.97,0.001301005,-0.01790152,-55.84,6.03,4.73,-48.95
2019/10/21,3880.84,3865.34,3884.74,3856.04,0.005018963,-0.002405998,11.46,-70.08,-55.8,-8.93
2019/10/22,3895.88,3896.31,3897.44,3870.55,0.000290018,-0.006611384,15.04,30.97,12.7,14.51
2019/10/23,3871.08,3892.68,3901.42,3862.2,0.00224524,-0.007830081,-24.8,-3.63,3.98,-8.35
2019/10/24,3870.67,3877.92,3890.2,3852.58,0.003166646,-0.006534431,-0.41,-14.76,-11.22,-9.62
2019/10/25,3896.79,3871.77,3899.72,3849.03,0.007218921,-0.005873283,26.12,-6.15,9.52,-3.55
2019/10/28,3926.59,3904.98,3927.8,3897.82,0.00584382,-0.001833556,29.8,33.21,28.08,48.79
2019/10/29,3910.23,3929.71,3932.37,3910.23,0.000676895,-0.004957109,-16.36,24.73,4.57,12.41
2019/10/30,3891.23,3904.72,3908.1,3883.45,0.000865619,-0.005447254,-19,-24.99,-24.27,-26.78
2019/10/31,3886.75,3906.86,3907.15,3878.88,7.4228E-05,-0.007161762,-4.48,2.14,-0.95,-4.57
2019/11/1,3952.39,3883.81,3956.08,3876.42,0.018608016,-0.001902771,65.64,-23.05,48.93,-2.46
2019/11/4,3978.12,3964.01,3985.36,3964.01,0.00538596,0,25.73,80.2,29.28,87.59
2019/11/5,4002.81,3982.12,4030.64,3970.87,0.012184465,-0.002825128,24.69,18.11,45.28,6.86
2019/11/6,3984.88,4006.33,4007.5,3973.78,0.000292038,-0.008124643,-17.93,24.21,-23.14,2.91
2019/11/7,3991.87,3984.55,4005.38,3975.55,0.005227692,-0.002258724,6.99,-21.78,-2.12,1.77
2019/11/8,3973.01,4017.67,4022.04,3971.57,0.001087695,-0.011474312,-18.86,33.12,16.66,-3.98
2019/11/11,3902.98,3948.62,3948.62,3897.55,0,-0.012933633,-70.03,-69.05,-73.42,-74.02
2019/11/12,3903.69,3905.96,3914.88,3877.74,0.00228369,-0.007224856,0.71,-42.66,-33.74,-19.81
2019/11/13,3899.98,3905.28,3908.42,3882.43,0.00080404,-0.005851053,-3.71,-0.68,-6.46,4.69
2019/11/14,3905.86,3905.93,3916.95,3895.14,0.002821351,-0.002762466,5.88,0.65,8.53,12.71
2019/11/15,3877.09,3908.49,3915.1,3877.09,0.00169119,-0.008033793,-28.77,2.56,-1.85,-18.05
2019/11/18,3907.93,3874.44,3913.1,3868.32,0.009978216,-0.001579583,30.84,-34.05,-2,-8.77
2019/11/19,3947.04,3904.1,3947.04,3902.38,0.010998694,-0.000440562,39.11,29.66,33.94,34.06
2019/11/20,3907.86,3940.13,3943.23,3901.99,0.000786776,-0.009679884,-39.18,36.03,-3.81,-0.39
2019/11/21,3889.6,3894.54,3901.83,3875.97,0.001871851,-0.004768214,-18.26,-45.59,-41.4,-26.02
2019/11/22,3849.99,3894.17,3918.84,3833.5,0.006335111,-0.0155797,-39.61,-0.37,17.01,-42.47
2019/11/25,3878.21,3850.97,3878.25,3839.42,0.00708393,-0.002999244,28.22,-43.2,-40.59,5.92
2019/11/26,3891.65,3893.43,3899.11,3869.59,0.001458868,-0.006123136,13.44,42.46,20.86,30.17
2019/11/27,3875.62,3883.43,3889.98,3862.7,0.001686653,-0.005338065,-16.03,-10,-9.13,-6.89
2019/11/28,3862.3,3877.9,3887.69,3852.01,0.002524562,-0.006676294,-13.32,-5.53,-2.29,-10.69
2019/11/29,3828.67,3857.19,3861.66,3804.83,0.001158875,-0.013574649,-33.63,-20.71,-26.03,-47.18
2019/12/2,3836.06,3835.51,3854.75,3829.31,0.005016282,-0.001616473,7.39,-21.68,-6.91,24.48
2019/12/3,3851.09,3829.21,3851.12,3811.63,0.005721807,-0.004591025,15.03,-6.3,-3.63,-17.68
2019/12/4,3849.82,3841.66,3852.99,3831.07,0.002949246,-0.002756621,-1.27,12.45,1.87,19.44
2019/12/5,3879.36,3863.61,3883.4,3859.82,0.005122153,-0.000980948,29.54,21.95,30.41,28.75
2019/12/6,3902.39,3885.06,3902.39,3878.7,0.004460678,-0.00163704,23.03,21.45,18.99,18.88
2019/12/9,3895.45,3909.53,3911.97,3885.25,0.000624116,-0.006210465,-6.94,24.47,9.58,6.55
2019/12/10,3900.38,3886.44,3900.96,3882.09,0.003736067,-0.001119276,4.93,-23.09,-11.01,-3.16
2019/12/11,3902.75,3907.16,3909.39,3890.34,0.000570747,-0.004304917,2.37,20.72,8.43,8.25
2019/12/12,3891.02,3908.45,3908.45,3886.12,0,-0.005713262,-11.73,1.29,-0.94,-4.22
2019/12/13,3968.22,3928,3969.46,3925.28,0.01055499,-0.000692464,77.2,19.55,61.01,39.16
2019/12/16,3987.55,3970.71,3987.59,3953.51,0.004251129,-0.004331719,19.33,42.71,18.13,28.23
2019/12/17,4041.8,3987.74,4067.14,3984.52,0.019911027,-0.000807475,54.25,17.03,79.55,31.01
2019/12/18,4032.78,4039.72,4057.64,4025.34,0.004435951,-0.003559653,-9.02,51.98,-9.5,40.82
2019/12/19,4027.15,4034.62,4038.54,4014.9,0.000971591,-0.004887697,-5.63,-5.1,-19.1,-10.44
2019/12/20,4017.25,4032.15,4046.73,4014.93,0.003615937,-0.004270674,-9.9,-2.47,8.19,0.03
2019/12/23,3967.1,4014.69,4032.17,3964.38,0.00435401,-0.012531478,-50.15,-17.46,-14.56,-50.55
2019/12/24,3992.96,3971.56,3994.51,3963.67,0.005778586,-0.001986625,25.86,-43.13,-37.66,-0.71
2019/12/25,3990.87,3988.66,4000.56,3976.36,0.002983458,-0.003083742,-2.09,17.1,6.05,12.69
2019/12/26,4025.99,3993.67,4025.99,3993.54,0.008092807,-3.26E-05,35.12,5.01,25.43,17.18
2019/12/27,4022.03,4029.25,4066.8,4019.72,0.009319352,-0.002365204,-3.96,35.58,40.81,26.18
2019/12/30,4081.63,4015.52,4083.69,4001.5,0.016976631,-0.003491453,59.6,-13.73,16.89,-18.22
2019/12/31,4096.58,4077.75,4098.14,4069.01,0.005000307,-0.002143339,14.95,62.23,14.45,67.51
2020/1/2,4152.24,4121.35,4172.66,4121.35,0.012449804,0,55.66,43.6,74.52,52.34
2020/1/3,4144.96,4161.22,4164.3,4131.86,0.000740168,-0.007055623,-7.28,39.87,-8.36,10.51
2020/1/6,4129.3,4120.52,4170.64,4102.38,0.012163513,-0.004402357,-15.66,-40.7,6.34,-29.48
2020/1/7,4160.23,4137.4,4161.25,4135.1,0.00576449,-0.000555905,30.93,16.88,-9.39,32.72
2020/1/8,4112.32,4139.63,4149.81,4101.98,0.002459157,-0.009095016,-47.91,2.23,-11.44,-33.12
2020/1/9,4164.37,4145.53,4165.66,4143.59,0.004855833,-0.000467974,52.05,5.9,15.85,41.61
2020/1/10,4163.18,4177.58,4180.98,4148.48,0.000813868,-0.006965755,-1.19,32.05,15.32,4.89
2020/1/13,4203.99,4166.93,4203.99,4148.6,0.008893838,-0.004398922,40.81,-10.65,23.01,0.12
2020/1/14,4189.89,4215.16,4223.51,4188.08,0.001980945,-0.00642443,-14.1,48.23,19.52,39.48
2020/1/15,4166.73,4186.88,4193.87,4150.88,0.001669501,-0.008598288,-23.16,-28.28,-29.64,-37.2
2020/1/16,4149.04,4174.82,4175.29,4142.18,0.00011258,-0.007818301,-17.69,-12.06,-18.58,-8.7
2020/1/17,4154.85,4162.19,4177.03,4141.64,0.003565431,-0.004937305,5.81,-12.63,1.74,-0.54
2020/1/20,4185.83,4170.74,4185.96,4149.49,0.003649233,-0.005095019,30.98,8.55,8.93,7.85
2020/1/21,4114.31,4165.02,4165.02,4113.33,0,-0.012410505,-71.52,-5.72,-20.94,-36.16
2020/1/22,4131.93,4093.8,4141.18,4046.49,0.011573599,-0.0115565,17.62,-71.22,-23.84,-66.84
2020/1/23,4003.9,4093.32,4103.52,3972.39,0.002491865,-0.029543256,-128.03,-0.48,-37.66,-74.1
2020/2/3,3688.36,3639.91,3732.16,3639.91,0.025344033,0,-315.54,-453.41,-371.36,-332.48
2020/2/4,3785.64,3652,3786.86,3652,0.036927711,0,97.28,12.09,54.7,12.09
2020/2/5,3828.53,3801.1,3866.01,3781.61,0.017076636,-0.005127463,42.89,149.1,79.15,129.61
